Restaurant,Author,Rating,Review,Processed Review,sentiment_textblob,sentiment_vader,ActualSentiment
Mr Dakgalbi @ IOI City Mall,Mooi Me,1,"1). For those who have not tasted the original chuncheon Dakgalbi, it is a can do. For the gochujang sauce and that's about it.
However,  be aware in this place:
2).  it is served and cooked the lazy "" rojak "" way - imagine the rice cake, ramen AND fried rice all cooked together same time ! Not the quality korean way !
3). Cooked in front of you by bangladesh server in grubby T Shirt, no head cover. No sight of a korean nor a trained cook.
4). Zero Service and  courtesy. No Annyeonghaseyo ! No korean atmosphere ! Not even open the door for wheelchair bound. Not even thank you !
5). Despite closed Aircond, still some flys
Thus out of max scale of 5,
Authenticity is 2.5, Cooking style is 1, Service is 1. Only for the younger ones trying their first taste of korean food.",1 tasted original chuncheon dakgalbi gochujang sauce however aware place 2 served cooked lazy rojak way imagine rice cake ramen fried rice cooked together time quality korean way 3 cooked front bangladesh server grubby shirt head cover sight korean trained cook 4 zero service courtesy annyeonghaseyo korean atmosphere even open door wheelchair bound even thank 5 despite closed aircond still fly thus max scale 5 authenticity cooking style 1 service younger one trying first taste korean food,positive,positive,negative
Mr Dakgalbi @ IOI City Mall,Siti najiha Abubakar,5,Highly recommended because all the workers are so  nice and friendly. The service was fast and the food was delicious. Come here and support korean food 😍😍 …,highly recommended worker nice friendly service fast food delicious come support korean food,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Miya Mera,5,"This is my favourite food , excellent food ! Good environment , n good staff . Always the best",favourite food excellent food good environment n good staff always best,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,syazwan zulkifli,3,"food and service is alright, doesn’t feel premium for the price that was paid.",food service alright feel premium price paid,neutral,positive,neutral
Mr Dakgalbi @ IOI City Mall,muhammad dinie,5,"worth the wait,, friendly waiter",worth wait friendly waiter,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Zarif Adam,5,Has very big space to accommodate most people.... The interesting feature is that the chefs cook and make the dishes in front of the customers.... Cool!!!,big space accommodate people interesting feature chef cook make dish front customer cool,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Prasna Nair,5,The food is good as expected but expect a slight delay in order. Came here on a Saturday night and service was a tad on the slower side but it’s okay.,food good expected expect slight delay order came saturday night service tad slower side okay,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Muhammad Aiman Haikal,5,So delicious. The service is good. You all need to try it. Once you try u will repeat eating it. 😄😁 …,delicious service good need try try u repeat eating,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Jason Jon Benedict,4,Generous portions for the price. We were a group of six and ordered the recommended meal for four pax which was more than enough.,generous portion price group six ordered recommended meal four pax enough,neutral,positive,positive
Mr Dakgalbi @ IOI City Mall,黄佳浚,1,The service is terrible. I sit there and hands up for 15 minutes still no one come and make the order from me. They just ask me to wait for the first and second times of hands up then ignore the rest of my call.,service terrible sit hand 15 minute still one come make order ask wait first second time hand ignore rest call,negative,positive,negative
Mr Dakgalbi @ IOI City Mall,Fatin Nursyaqira,5,The service is so good and the food is very interesting 😍😍😍 highly reccommended 🤗 …,service good food interesting highly reccommended,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Elya Rafendie,5,"The food here is finger licking good, it taste amazing. The service is fast and the worker are very friendly.",food finger licking good taste amazing service fast worker friendly,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Saiful Hawari,2,Slow service. Only got 2 worker during public holiday which is unacceptable. Food taste so-so only. Not gonna repeat here. Thank you.,slow service got 2 worker public holiday unacceptable food taste gon na repeat thank,negative,positive,negative
Mr Dakgalbi @ IOI City Mall,nr dhyh,1,Worst restaurant ever! Staff is not friendly at all. After me and my family ate at the restauraall of us got stomach ache!!,worst restaurant ever staff friendly family ate restauraall u got stomach ache,negative,negative,negative
Mr Dakgalbi @ IOI City Mall,CheeYew Cheok,2,Shop open at 10am but the staff said they only serve at 12 noon. The owner should change it he opening time. What a confusing opening time.,shop open 10am staff said serve 12 noon owner change opening time confusing opening time,negative,negative,negative
Mr Dakgalbi @ IOI City Mall,Nur Aqilah Mohd Asif,5,Wonderful service by the staffs and scrumptious food. Keep it up!,wonderful service staff scrumptious food keep,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,fatini balqis,5,The staff are very friendly and it is easy to order from them.. The environment of the place is comfortable and clean so I surely recommend this place,staff friendly easy order environment place comfortable clean surely recommend place,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,aini shahidin,5,best dakgalbi ever! one and only in malaysia we can get halal dakgalbi. very delicious! the outlet is clean and staff is very attentive to the customers.,best dakgalbi ever one malaysia get halal dakgalbi delicious outlet clean staff attentive customer,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Ps Rara,5,"My kids really enjoy the ramen and our favourite is fried rice set.. Happy tummy, happy family 😍 …",kid really enjoy ramen favourite fried rice set happy tummy happy family,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Mohd Nurhakim - PMO,5,The staff is nice,staff nice,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,FARAH FARHANA,5,Pleasant environment and good service from the staff.. Will definitely come again.. Credit to Mofijun who serve us.. 😊😊😊 …,pleasant environment good service staff definitely come credit mofijun serve u,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,muhdamirul raziq,5,The service is superb and overall food very delicious!,service superb overall food delicious,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Toh Leong Tan,5,Very good service and nice food. Reasonable price.,good service nice food reasonable price,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Sufi Hazimah,5,It is sooooo good when eating on an empty stomach. The portian for 2 person is a lot! Won't regret coming to this place,sooooo good eating empty stomach portian 2 person lot wo regret coming place,positive,negative,positive
Mr Dakgalbi @ IOI City Mall,Nadrah IHassim,4,I like the food here and their service is all good,like food service good,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Marinah Doksil,2,Late delivery of side dish. Please upgrade your customer services in term of write your customer order.. Because when a few foood come the main dish already cold..,late delivery side dish please upgrade customer service term write customer order foood come main dish already cold,negative,positive,negative
Mr Dakgalbi @ IOI City Mall,SyafinazSanit,5,The food is nice & awesome!!! Thumbs up👍🏻👍🏻👍🏻. Good services too😊..please subscribe to MisterrKaii channel too🥰🥰 …,food nice awesome thumb good service please subscribe misterrkaii channel,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Tengku Haza,5,Great ambiance and staff. Free many side dishes and sky juice too. Recommended 👍👍 …,great ambiance staff free many side dish sky juice recommended,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,sya,5,The atmosphere was good and the food tasted really great. Staff was extremely friendly as well!,atmosphere good food tasted really great staff extremely friendly well,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Illya Yasmin Rosli,5,"Such a great environment, great workers & great food. 👍 highly recommended for those who're seeking for good food with good rice❤ …",great environment great worker great food highly recommended seeking good food good,positive,positive,positive
Mr Dakgalbi @ IOI City Mall,Garr Faiii,3,"Service not quite good, one of the waiter bad attitude. They are busy serving another customer and our food become scorch.",service quite good one waiter bad attitude busy serving another customer food become scorch,positive,negative,neutral
